Index|Drug ID|Drug Name|Section LOINC|Section Display Name|MedDRA PT|PT ID|MedDRA LLT|LLT ID|Matching String|UMLS CUI|UMLS PrefName|Flag 1|Flag 2
004035|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Acute kidney injury|10069339|Acute renal failure|10001041|acute renal failure|C0022660|Kidney Failure, Acute||
004036|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Agranulocytosis|10001507|Agranulocytosis|10001507|agranulocytosis|C0001824|Agranulocytosis||DrugClass
004037|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Amenorrhoea|10001928|Amenorrhea|10001927|amenorrhea|C0002453|Amenorrhea||DrugClass
004038|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Arrhythmia|10003119|Arrhythmia|10003119|arrhythmia|C0003811|Cardiac Arrhythmia||
004039|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Arrhythmia|10003119|Cardiac dysrhythmias|10007545|cardiac dysrhythmia|C0003811|Cardiac Arrhythmia||
004040|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Aspiration|10003504|Aspiration|10003504|aspiration|C0700198|Pulmonary aspiration||DrugClass
004041|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Autonomic nervous system imbalance|10003840|Autonomic instability|10049218|autonomic instability|C0262385|Autonomic nervous system imbalance||
004042|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Biopsy breast abnormal|10004745|Biopsy breast abnormal|10004745|mammary gland proliferative changes|C0740306|Biopsy breast abnormal|underspecified|Animal
004043|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Blood creatine phosphokinase increased|10005470|Creatine phosphokinase increased|10011349|elevated creatine phosphokinase|C0151576|Elevated creatine kinase||
004044|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Blood gonadotrophin decreased|10005562|Gonadotropins decreased|10018546|suppress hypothalamic gnrh|C4025644|Hypothalamic gonadotropin-releasing hormone (GNRH) deficiency||
004045|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Blood gonadotrophin decreased|10005562|Pituitary gonadotrophin decreased|10054718|reduced pituitary gonadotropin secretion|C0151676|Pituitary gonadotrophin decreased||
004046|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Blood pressure fluctuation|10005746|Blood pressure fluctuation|10005746|irregular blood pressure|C0549405|Blood pressure fluctuation||
004047|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Blood prolactin increased|10005780|Plasma prolactin increased|10035415|plasma prolactin levels increase|C0857716|Plasma prolactin increased||
004048|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Blood prolactin increased|10005780|Prolactin increased|10036826|prolactin elevation|C0553731|PRL increased||
004049|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Blood prolactin increased|10005780|Prolactin levels increased|10036828|elevates prolactin levels|C0747979|Increased prolactin level||
004050|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Blood prolactin increased|10005780|Serum prolactin increased|10040384|increases in serum prolactin|C0857980|Serum prolactin increased||Animal
004051|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Bone density decreased|10049470|Bone density decreased|10049470|decreased bone density|C0877225|Bone density decreased||
004052|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Cardiovascular symptom|10075534|Cardiovascular symptom|10075534|cardiovascular risk|C0850624|cardiovascular risk factor||DrugClass
004053|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Catatonia|10007776|Reaction catatonic|10037940|catatonic signs|C3251821|Catatonic reaction||
004054|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Cerebrovascular accident|10008190|Cerebrovascular accident|10008190|cerebrovascular accidents|C0038454|Cerebrovascular accident||
004055|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Cerebrovascular accident|10008190|Stroke|10042244|stroke|C0038454|Cerebrovascular accident||DrugClass
004056|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Cerebrovascular disorder|10008196|Cerebrovascular disorder|10008196|cerebrovascular risk|C0007820|Cerebrovascular Disorders||DrugClass
004057|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Cognitive disorder|10057668|Cognitive impairment|10009846|cognitive impairment|C0338656|Impaired cognition||
004058|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Coma|10010071|Coma|10010071|hyperosmolar coma|C0020457|Hyperglycemic Hyperosmolar Nonketotic Coma|duplicate|
004059|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Completed suicide|10010144|Suicide|10042462|suicide|C0038661|Suicide||
004060|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Death|10011906|Death|10011906|fatalities|C1306577|Death (finding)||
004061|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Diabetes mellitus|10012601|Diabetes mellitus|10012601|diabetes mellitus|C0011849|Diabetes Mellitus||
004062|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Dizziness|10013573|Dizziness|10013573|dizziness|C0012833|Dizziness||
004063|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Dyskinesia|10013916|Movements involuntary|10028041|involuntary, dyskinetic movements|C0427086|Involuntary Movements||DrugClass
004064|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Dyslipidaemia|10058108|Dyslipidemia|10058110|dyslipidemia|C0242339|Dyslipidemias||
004065|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Electrocardiogram QT prolonged|10014387|Electrocardiogram QTc interval prolonged|10053698|qtcf increase|C3828431|QTcF Prolongation||
004066|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Electrocardiogram QT prolonged|10014387|QT interval prolonged|10037703|prolongs qt interval|C0151878|Prolonged QT interval||
004067|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Electrocardiogram QT prolonged|10014387|QT prolonged|10037705|qt prolongation|C0151878|Prolonged QT interval||
004068|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Erectile dysfunction|10061461|Impotence|10021550|impotence|C0242350|Erectile dysfunction||DrugClass
004069|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Galactorrhoea|10017600|Galactorrhea|10017592|galactorrhea|C3665358|Galactorrhea||DrugClass
004070|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Gynaecomastia|10018800|Gynecomastia|10018801|gynecomastia|C0018418|Gynecomastia||DrugClass
004071|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Heart rate irregular|10019304|Irregular pulse|10022994|irregular pulse|C0392684|Pulse irregular||
004072|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Hyperglycaemia|10020635|Hyperglycemia|10020639|hyperglycemia|C0020456|Hyperglycemia||
004073|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Hyperhidrosis|10020642|Diaphoresis|10012703|diaphoresis|C0700590|Increased sweating||
004074|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Hyperosmolar state|10020697|Hyperosmolar state|10020697|hyperosmolar coma|C0020457|Hyperglycemic Hyperosmolar Nonketotic Coma|duplicate|
004075|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Hyperprolactinaemia|10020737|Hyperprolactinemia|10020739|long-standing hyperprolactinemia|C0020514|Hyperprolactinemia||
004076|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Hyperpyrexia|10020741|Hyperpyrexia|10020741|hyperpyrexia|C0392676|Hyperpyrexia||
004077|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Hypogonadism|10058359|Gonadal insufficiency|10068037|impairing gonadalsteroidogenesis|C2242620|Gonadal insufficiency|underspecified|
004078|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Hypogonadism|10058359|Hypogonadism|10058359|hypogonadism|C0020619|Hypogonadism||
004079|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Judgement impaired|10023236|Judgement impaired|10023236|impair judgment|C0233818|Impaired judgement||
004080|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Ketoacidosis|10023379|Ketoacidosis|10023379|ketoacidosis|C0220982|Ketoacidosis||
004081|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Leukopenia|10024384|Leukopenia|10024384|leukopenia|C0023530|Leukopenia||DrugClass
004082|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Lipids abnormal|10024588|Lipids abnormal|10024588|undesirable alterations in lipids|C0549634|Lipids abnormal||DrugClass
004083|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Mental status changes|10048294|Mental status changes|10048294|altered mental status|C0856054|Mental status changes||
004084|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Metabolic disorder|10058097|Metabolic disorder|10058097|metabolic changes|C0025517|Metabolic Diseases||
004085|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Motor dysfunction|10061296|Motor dysfunction|10061296|impair motor skills|C1963825|Reduced dexterity||
004086|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Muscle rigidity|10028330|Muscle rigidity|10028330|muscle rigidity|C0026837|Muscle Rigidity||
004087|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Myoglobinuria|10028629|Myoglobinuria|10028629|myoglobinuria|C0027080|Myoglobinuria||
004088|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Neuroleptic malignant syndrome|10029282|NMS|10029435|nms|C0027849|Neuroleptic Malignant Syndrome||
004089|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Neuroleptic malignant syndrome|10029282|Neuroleptic malignant syndrome|10029282|neuroleptic malignant syndrome|C0027849|Neuroleptic Malignant Syndrome||
004090|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Neutropenia|10029354|Neutropenia|10029354|neutropenia|C0027947|Neutropenia||DrugClass
004091|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Oesophageal motility disorder|10072419|Esophageal motility disorder|10072420|esophageal dysmotility|C0014858|Esophageal motility disorders||DrugClass
004092|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Orthostatic hypotension|10031127|Orthostatic hypotension|10031127|orthostatic hypotension|C0020651|Hypotension, Orthostatic||
004093|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Priapism|10036661|Priapism|10036661|priapism|C0033117|Priapism||DrugClass
004094|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Reproductive toxicity|10074268|Reproductive toxicity|10074268|inhibit reproductive function|C1558153|Adverse Event Associated with Sexual and Reproductive Function||
004095|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Rhabdomyolysis|10039020|Rhabdomyolysis|10039020|rhabdomyolysis|C0035410|Rhabdomyolysis||
004096|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Sedation|10039897|Sedation|10039897|sedation|C0235195|Sedated state||
004097|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Seizure|10039906|Seizures|10039910|seizures|C0036572|Seizures||
004098|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Somnolence|10041349|Somnolence|10041349|somnolence|C2830004|Somnolence||
004099|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Sudden death|10042434|Sudden death|10042434|sudden death|C0011071|Sudden death||
004100|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Syncope|10042772|Syncope|10042772|syncope|C0039070|Syncope||
004101|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Tachycardia|10043071|Tachycardia|10043071|tachycardia|C0039231|Tachycardia||
004102|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Tardive dyskinesia|10043118|Tardive dyskinesia|10043118|tardive dyskinesia|C0686347|Tardive Dyskinesia||
004103|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Temperature regulation disorder|10061376|Temperature regulation disorder|10061376|disruption of the body's ability to reduce core body temperature|C0854171|Temperature regulation disorder||DrugClass
004104|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Thinking abnormal|10043431|Thinking abnormal|10043431|impair thinking|C0233632|Disturbance in thinking||
004105|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Transient ischaemic attack|10044390|Transient ischemic attacks|10044391|transient ischemic attacks|C0007787|Transient Ischemic Attack||
004106|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|Weight increased|10047899|Weight gain|10047896|body weight gain|C0043094|Weight Gain||
004107|43452bf8-76e7-47a9-a5d8-41fe84d061f0|FANAPT|43685-7|WARNINGS AND PRECAUTIONS|||||increase cardiovascular risk|C0850624|cardiovascular risk factor|unmapped|DrugClass
004108|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Abdominal distension|10000060|Abdominal distension|10000060|abdominal distension|C0000731|Abdomen distended||
004109|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Abdominal pain upper|10000087|Abdominal pain upper|10000087|abdominal pain upper|C0232492|Upper abdominal pain||
004110|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Abdominal pain|10000081|Abdominal pain|10000081|abdominal pain|C0000737|Abdominal Pain||
004111|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Activated partial thromboplastin time prolonged|10000636|PTT prolonged|10037276|ptt elevations|C0240671|Partial thromboplastin time increased (finding)||
004112|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Adrenal insufficiency|10001367|Adrenal insufficiency|10001367|adrenal insufficiency|C0001623|Adrenal gland hypofunction||
004113|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Alanine aminotransferase increased|10001551|ALT increased|10001845|elevations in alt|C0151905|Alanine aminotransferase increased||
004114|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Alanine aminotransferase increased|10001551|Alanine aminotransferase increased|10001551|alanine aminotransferase increased|C0151905|Alanine aminotransferase increased||
004115|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Alopecia|10001760|Alopecia|10001760|alopecia|C0002170|Alopecia||
004116|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Amylase increased|10002016|Amylase increased|10002016|elevations in amylase|C0151479|Amylase increased||
004117|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Amylase increased|10002016|Blood amylase increased|10005328|blood amylase increased|C0852913|Blood amylase increased||
004118|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Anaemia|10002034|Anemia|10002272|anemia|C0002871|Anemia||
004119|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Anxiety|10002855|Anxiety|10002855|anxiety|C0003467|Anxiety||
004120|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Arthralgia|10003239|Arthralgia|10003239|arthralgia|C0003862|Arthralgia||
004121|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Aspartate aminotransferase increased|10003481|Aspartate aminotransferase increased|10003481|aspartate aminotransferase increased|C0151904|Aspartate aminotransferase increased||
004122|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Asthenia|10003549|Asthenia|10003549|asthenia|C0004093|Asthenia||
004123|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Back pain|10003988|Back pain|10003988|back pain|C0004604|Back Pain||
004124|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Blood bilirubin increased|10005364|Bilirubin elevated|10004688|elevations in bilirubin|C0311468|Increased bilirubin level (finding)||
004125|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Blood bilirubin increased|10005364|Bilirubin total increased|10056806|total bilirubin elevations|C0741494|Elevated total bilirubin||
004126|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Blood glucose increased|10005557|Blood glucose increased|10005557|blood glucose increased|C0595877|Blood glucose increased||
004127|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Blood glucose increased|10005557|Fasting blood glucose increased|10050786|increases in fasting plasma glucose|C0920108|Fasting blood glucose increased||
004128|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Bradycardia|10006093|Bradycardia|10006093|bradycardia|C0428977|Bradycardia||
004129|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Cholelithiasis|10008629|Cholelithiasis|10008629|cholelithiasis|C0008350|Cholelithiasis||
004130|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Constipation|10010774|Constipation|10010774|constipation|C0009806|Constipation||
004131|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Decreased appetite|10061428|Decreased appetite|10061428|decreased appetite|C0232462|Decrease in appetite||
004132|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Diabetes mellitus|10012601|Diabetes mellitus|10012601|diabetes mellitus|C0011849|Diabetes Mellitus||
004133|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Diabetes mellitus|10012601|Diabetes|10012594|diabetes|C0011847|Diabetes||
004134|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Diarrhoea|10012735|Diarrhea|10012727|diarrhea|C0011991|Diarrhea||
004135|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Dizziness|10013573|Dizziness|10013573|dizziness|C0012833|Dizziness||
004136|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Dry skin|10013786|Dry skin|10013786|dry skin|C0151908|Dry skin||
004137|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Electrocardiogram QT prolonged|10014387|Electrocardiogram QT prolonged|10014387|electrocardiogram qt prolonged|C0151878|Prolonged QT interval||
004138|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Electrocardiogram QT prolonged|10014387|QT prolonged|10037705|qt prolongation|C0151878|Prolonged QT interval||
004139|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Fatigue|10016256|Fatigue|10016256|fatigue|C0015672|Fatigue||
004140|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Gamma-glutamyltransferase increased|10017693|Gamma-glutamyltransferase increased|10017693|gamma-glutamyl transferase increased|C0151662|Gamma-glutamyl transferase raised||
004141|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Gastrointestinal disorder|10017944|Gastrointestinal disorder|10017944|gastrointestinal disorders|C0017178|Gastrointestinal Diseases||
004142|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Glucocorticoid deficiency|10072079|Hypocortisolemia|10075908|hypocortisolism|C1833054|Hypocortisolemia||
004143|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Glycosylated haemoglobin increased|10018484|Glycosylated hemoglobin increased|10055590|glycosylated hemoglobin increased|C0239940|Glycosylated haemoglobin increased||
004144|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Glycosylated haemoglobin increased|10018484|HbA1C increased|10052424|increased hba1c|C0239940|Glycosylated haemoglobin increased||
004145|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Glycosylated haemoglobin increased|10018484|Hemoglobin A1C increased|10051578|increases in hemoglobin a1c|C0239940|Glycosylated haemoglobin increased||
004146|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Headache|10019211|Headache|10019211|headache|C0018681|Headache||
004147|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Hypercholesterolaemia|10020603|Hypercholesterolemia|10020604|hypercholesterolemia|C0020443|Hypercholesterolemia||
004148|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Hyperglycaemia|10020635|Hyperglycemia|10020639|hyperglycemia|C0020456|Hyperglycemia||
004149|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Hypertension|10020772|Hypertension|10020772|hypertension|C0020538|Hypertensive disease||
004150|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Hypoglycaemia|10020993|Hypoglycemia|10021005|hypoglycemia|C0020615|Hypoglycemia||
004151|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Hypokalaemia|10021015|Hypokalemia|10021018|hypokalemia|C0020621|Hypokalemia||
004152|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Hypopituitarism|10021067|Pituitary hormone deficiency|10035091|pituitary hormone deficiency|C0857439|Pituitary hormone deficiency||
004153|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Hypotension|10021097|Hypotension|10021097|hypotension|C0020649|Hypotension||
004154|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Hypothyroidism|10021114|Hypothyroidism|10021114|hypothyroidism|C0020676|Hypothyroidism||
004155|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Influenza|10022000|Influenza|10022000|influenza|C0021400|Influenza||
004156|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Injection site erythema|10022061|Injection site erythema|10022061|injection site erythema|C0852625|Injection site erythema||
004157|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Injection site haematoma|10022066|Injection site hematoma|10055371|injection site hematoma|C0542008|Injection site haematoma||
004158|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Injection site haemorrhage|10022067|Injection site hemorrhage|10022068|injection site hemorrhage|C0151698|Injection site hemorrhage||
004159|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Injection site pain|10022086|Injection site pain|10022086|injection site local pain|C0151828|Injection site pain||
004160|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Injection site pruritus|10022093|Injection site pruritus|10022093|injection site pruritus|C0852995|Injection site pruritus||
004161|442f0d9d-5c7d-4b81-b329-d71be8cf2be2|Signifor|34084-4|ADVERSE REACTIONS|Injection site reaction|10022095|Injection site reaction|10022095|injection site reactions|C0151735|Injection site reaction||
